場所名稱,縣市,鄉/鎮/市/區,村/里,大道/路/街/地區,段,巷/弄/衖,號,樓（之~）,電話,開放時間,注意事項,設置依據
新北市立圖書館土城分館,新北市,土城區,員信里,中正路,,,18號,7樓,02-22602952,"1.週二至週六08:30-21:00
2.週日至週一08:30-17:00",館員引導使用,依法設置
新北市政府市場處土城區土城公有零售市場,新北市,土城區,員信里,中正路,,,18號,1樓,0981-425488,週二至週日08:00-20:30,員工引導開鐵門使用,依法設置
新北市土城區公所,新北市,土城區,埤塘里,金城路,1段,,101號,1樓,02-22732000,週一至週五08:30-17:00,向服務中心借鑰匙,依法設置
新北市政府警察局土城分局少年隊,新北市,土城區,埤塘里,和平路,,,22號,1樓,02-22666023,週一至週五08:30-17:30,土城派出所值班人員引導借鑰匙使用,依法設置
新北市土城區衛生所,新北市,土城區,埤塘里,和平路,,,26號,2樓,02-22603181,週一至週五08:00-12:00、13:00-17:00,護理師引導借鑰匙使用,依法設置
新北市土城戶政事務所,新北市,土城區,埤塘里,和平路,,,28號,3樓,02-22605640,週一至週五08:00-17:30,1樓服務台人員借鑰匙辦事員引導使用,依法設置
新北市立土城醫院,新北市,土城區,埤塘里,金城路,2段,,6號,1樓,02-22630588,1.週一至週五08:00-20:00 2.週六08:00-12:00,行政主辦引導使用,依法設置
土城興城公共托育中心,新北市,土城區,埤塘里,興城路,,,17號,3樓,02-22737350,週一至週五08:00-18:00,自行使用，可請工作人員協助,依法設置
土城清水公共托育中心,新北市,土城區,清溪里,金城路,2段,,356號,樂群樓1樓,02-22650881,週一至週五07:30-18:00,由護理師引導，拿鑰匙使用,依法設置
土城廣福公共托育中心,新北市,土城區,廣福里,學府路,,,127號,1樓,02-22669000,"1.週二至週六09:00-12:00、13:30-16:30
2.週日09:00-12:00",護理師引導使用,依法設置
新北市立圖書館土城親子分館,新北市,土城區,頂福里,中州路,,28巷,30號,4樓,02-22678901,"1.週二至週六08:30-20:00
2.週日至週一08:30-17:00",服務台登記使用,依法設置
新北市政府市場處土城區頂埔公有零售市場(全聯管理),新北市,土城區,頂福里,中州路,,28巷,30號,1樓,02-22671752,週一至週日08:00-23:00,全聯服務台店員引導開門,依法設置
衛生福利部雙和醫院,新北市,中和區,力行里,中正路,,,291號,2樓婦產科,02-22490088,週一至週五08:30-21:30,目前有對外民眾開放使用,依法設置
國立臺灣圖書館,新北市,中和區,中安里,中安街,,,85號,1樓,02-29266888,週二至週日09:00-21:00,於一樓大廳服務台填寫表單登記使用,依法設置
美麗永安藝文中心,新北市,中和區,中安里,中和路,,,390號,2樓,02-29298830,"1.週一至週日09:00-17:00
2.每月第一週週一和國定假日休館",由服務台人員引導開門,依法設置
瓏山林台北中和飯店,新北市,中和區,仁和里,中正路,,,631號,4樓,02-2222-9999,24小時,民眾自行使用,依法設置
新北市中和戶政事務所,新北市,中和區,外南里,南山路,,,236號,4樓,02-29495759,週一至週五08:00-17:30,開放自由使用,依法設置
新北市立圖書館中和分館,新北市,中和區,外南里,南山路,,,236號,7樓女廁隔壁,02-29492767,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,需使用時請找櫃台服務人員,依法設置
新北市立圖書館中和員山分館,新北市,中和區,民有里,民享街,,,37號,2樓,02-82211152,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,向櫃台借鑰匙使用,依法設置
中和民享公共托育中心,新北市,中和區,民有里,民享街,,,37號,2樓,02-22251139,"1.週二至週五09:00-16:30
2.週六09:00-17:00 3.週日09:00-12:00",向行政櫃台人員告知後使用,依法設置
中和郵局,新北市,中和區,安穗里,民樂路,,,17號,3樓,02-22224804,週一至週五08:00-18:00,自由使用,依法設置
大全聯景平店,新北市,中和區,秀明里,景平路,,,182號,B2,02-29436000,週一至週日07:30-23:00,洽B1入口處服務人員,依法設置
新北大眾捷運股份有限公司(環狀線-秀朗橋站),新北市,中和區,秀景里,景平路,,,2號,4樓,02-28059877,週一至週日05:45-00:20,由服務人員引導開門,依法設置
中和青年宅公共托育中心,新北市,中和區,秀峰里,景德街,,,23號,1樓,02-86689000,1.週一至週六09:00-16:30  2.週日09:00-12:00,自由使用,依法設置
環球購物中心中和店,新北市,中和區,員山里,中山路,3段,,122號,3樓,02-77317999,週一至週日11:00-22:00,民眾自由使用,依法設置
婦幼警察隊、保安警察大隊、交通警察大隊,新北市,中和區,員富里,中正路,,,1167號,8樓,02-22286033,24小時,告知櫃台,依法設置
威力購物廣場,新北市,中和區,連和里,中山路,2段,,291號,2樓,02-22495969,週一至週日10:00-22:00,民眾自由使用,依法設置
好市多中和店,新北市,中和區,連和里,中山路,2段,,347號,2樓,02-22425289,週一至週日10:00-21:30,民眾自由使用,依法設置
特力屋股份有限公司-中和分公司,新北市,中和區,連和里,中山路,2段,,291號,4樓,02-22401888,"週一至週五10:00-21:30
週六至週日10:00-22:00",需向服務台借用,依法設置
新北市政府稅捐稽徵處中和分處,新北市,中和區,復興里,復興路,,,278號,1樓,02-8245-0148,週一至週五08:00-18:00,告知管理員後可自行使用,依法設置
新北市中和地政事務所,新北市,中和區,復興里,復興路,,,280號,1樓,02-22470101,週一至週五08:00-17:30,進出需服務中心開門及登記,依法設置
新北大眾捷運股份有限公司(環狀線-景安站),新北市,中和區,景文里,景平路,,,486號,3樓,02-28059877,週一至週日06:45-24:00,找服務人員拿鑰匙,依法設置
新北市政府就業服務處中和就業服務站,新北市,中和區,景文里,景安路,,,118號,1樓,02-22461250,週一至週五08:00-17:00,向接待台登記使用,依法設置
中和景新公共托育中心,新北市,中和區,景南里,景新街,,467巷,37號,2樓,02-86689292,"1.週二至週六09:00-12:00、13:30-16:30 
2.週日09:00-12:00",供民眾自行使用,依法設置
中和南勢角公共托育中心,新北市,中和區,景福里,捷運路,,,56號,2樓,02-29449595,1.週二至週六10:30-17:00,向櫃台登記使用,依法設置
新北市政府警察局中和分局,新北市,中和區,新南里,圓通路,,,30號,B1,02-22497599,週一至週五08:30-17:30,須登記使用,依法設置
刑警大隊,新北市,中和區,嘉新里,民安街,,,176號,4樓,02-80243033,週一至週五08:00-18:00,向值班人員登記使用,依法設置
中和連城公共托育中心,新北市,中和區,漳和里,中和路,,,100號,3樓,02-82452018,週一至週六09:00~12:00、12:00~16:00,向櫃台登記後使用,依法設置
新北市中和區衛生所,新北市,中和區,漳和里,南山路,,4巷,3號,1樓,02-22491936,週一至週五08:00-17:30,供民眾自行使用,依法設置
新北市中和區公所,新北市,中和區,漳和里,景平路,,,634-2號,1樓,02-22482688,週一至週五08:00-17:30,向櫃台登記後使用,依法設置
家樂福中和店,新北市,中和區,連和里,中山路,2段,,295號,B1,02-82455566,週一至週日09:00-23:00,客人自行使用,依法設置
潤泰全球股份有限公司中和分公司(大全聯中和店),新北市,中和區,福善里,中山路,2段,,228號,B1,02-82411111,週一至週日07:30-23:00,服務台人員引導開門,依法設置
台灣迪卡儂有限公司(中和店),新北市,中和區,福善里,中山路,2段,,228號,2樓,02-82451668,週一至週日10:00-22:00,自由使用,依法設置
中和國民運動中心,新北市,中和區,錦中里,錦和路,,,350-2號,1樓,02-22429222,週一至週日08:00-21:00,櫃台登記使用,依法設置
中和錦和公共托育中心,新北市,中和區,錦中里,圓通路,,,292號,2-3樓,02-22420016,1.週二至週六09:00-12:00、13:30-16:30  2.週日09:00-12:00,向櫃台登記使用,依法設置
新北市五股區公所,新北市,五股區,五股里,中興路,4段,,50號,8樓,02-22916051,週一至週五08:30-17:30,自由使用,依法設置
新北市五股區衛生所,新北市,五股區,成功里,新城三路,,,11號,3樓,02-22917717,週一至週五08:00-17:00,自由使用,依法設置
新北市立圖書館五股分館,新北市,五股區,五福里,工商路,,,1號,3樓,02-22932114,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,由櫃檯人員引導至哺乳室使用,依法設置
新北市政府市場處五股區五股公有零售市場,新北市,五股區,五股里,工商路,,,3號,1樓,02-22765006,週二至週日07:00-19:00,自由使用,依法設置
新北市立圖書館五股水碓分館,新北市,五股區,水碓里,明德路,,,10號,3樓,02-82958950,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,至櫃台登記，由櫃檯人員引導到哺乳室使用,依法設置
新北市立圖書館五股成功分館,新北市,五股區,成功里,西雲路,,,165號,5樓,02-22935827,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,自由使用,依法設置
五股國民運動中心,新北市,五股區,成洲里,成泰路,3段,,296號,2樓,02-2292-8255,週一至週日06:00-22:00,櫃台服務人員引導使用,依法設置
五股成泰公共托育中心,新北市,五股區,成泰里,芳洲八路,,,79號,3樓,02-22935585,1.週一至週五07:30-18:00 2.週六至週日09:00-16:30,櫃台服務人員引導使用,依法設置
新北市政府勞工局勞工育樂科(新北市勞工活動中心),新北市,五股區,興珍里,五工六路,,,9號,2樓,02-22983639,1.週一至週五08:30-21:30 2.週六至週日08:30-16:30,自由使用,依法設置
五股興珍公共托育中心,新北市,五股區,興珍里,五工六路,,,9號,2樓,02-22992089,週一至週五09:00~17:00,由櫃檯人員引導到哺乳室使用,依法設置
新北市工商展覽中心,新北市,五股區,興珍里,五權路,,,1號,1樓,02-22996688,週一至週五09:00-18:00,自由使用,依法設置
觀音山遊客中心（觀音山管理站）,新北市,五股區,觀音里,凌雲路,3段,,130號,B1,02-22928888 ,週一至週日09:00-17:00,服務台登記使用,依法設置
永和郵局,新北市,永和區,中興里,中興街,,,1號,6樓,02-22329700,1.週一至週五08:30-17:00 2.週六09:00-12:00,需專人引導開門，並供自由使用,依法設置
新北市立圖書館永和民權分館,新北市,永和區,民族里,民權路,,,60號,7樓,02-29495012,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,請洽服務櫃台借用,依法設置
遠百企業股份有限公司永和分公司(愛買永和店),新北市,永和區,民權里,民生路,,46巷,56號,B1,02-29488988,週一至週日09:00-22:30   ,需專人引導,依法設置
永和中興公共托育中心,新北市,永和區,永興里,國光路,,116巷,2號,3樓,02-89230013,"1.週二至週五09:00-12:00、13:30-17:00
2.週六09:00-12:00、13:30-16:30 3.週日09:00-12:00",3樓需專人引導開門,依法設置
新北市立圖書館永和分館,新北市,永和區,光明里,國光路,,,2號,1樓,02-29222409,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,使用後請保持清潔,依法設置
永和國民運動中心,新北市,永和區,秀林里,永利路,,,250號,3樓,02-22318989,週一至週日06:00-22:00,在3樓經服務台由專人引導,依法設置
新北市永和區衛生所,新北市,永和區,店街里,秀朗路,1段,,137號,2樓,02-32332780,週一至週五08:00-17:00,需請專人引導開門,依法設置
豐東興業股份有限公司(比漾廣場),新北市,永和區,保安里,中山路,1段,,238號,地下1樓,02-82315555,週一至週日11:00-21:30,服務台人員引導開門,依法設置
新北市政府水利局永和污水營管中心,新北市,永和區,保順里,保順路,,,8號,1樓,02--89232300,週一至週五08:30-17:30,需專人引導開門,依法設置
新北市永和區公所　,新北市,永和區,豫溪里,竹林路,,,200號,1樓,02-29282828,週一至週五08:30-17:30,需請專人拿鑰匙,依法設置
永和忠孝市民活動中心,新北市,永和區,頂溪里,忠孝街,,26巷,8號,4樓,0982-850576,週一至週五08:00-12:00/13:00-17:00,需專人引導開門,依法設置
新北市立圖書館永和保生分館,新北市,永和區,新生里,新生路,,,218號,5樓,02-29270658,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,需經館員指引,依法設置
新北市政府警察局永和分局,新北市,永和區,豫溪里,竹林路,,,198號,3樓,02-29246983,週一至週五08:00-17:30,需請專人引導開門,依法設置
新北市永和戶政事務所,新北市,永和區,豫溪里,竹林路,,,200之1號,2樓,02-29291276,週一至週五08:00-17:30,需請專人拿鑰匙,依法設置
臺北大眾捷運股份有限公司(中和新蘆線-頂溪捷運站),新北市,永和區,勵行里,永和路,2段,,168號,B1,02-21812345,週一至週日06:00-24:00,"(機構名稱有修正)
服務台人員引導開門",依法設置
汐止遠雄廣場(家樂福汐止店),新北市,汐止區,文化里,新台五路,1段,,99號,1樓,02-26973888,"1.週日至週四11:00-21:30
2.週五週六及例假日前一天11:00-22:00",自行前往使用,依法設置
汐止金龍公共托育中心,新北市,汐止區,北峰里,明峰街,,,201號,1樓,02-26936111,週一至週五08:00-17:00,直接向本所人員接洽,依法設置
汐止北峰公共托育中心,新北市,汐止區,北峰里,中興路,,,250號,2樓,02-86933229,"1.週一至週五08:30-17:00
2.假日期間，配合親子館活動時間開放",直接向本所人員接洽,依法設置
汐止國民運動中心,新北市,汐止區,秀峰里,汐科路,,,321號,3樓,02-86915691,週一至週日06:00-22:00,請持個人身分證件1張至2樓櫃台索取鑰匙,依法設置
新北市汐止地政事務所,新北市,汐止區,秀峰里,新台五路,1段,,262號,1樓,02-26421621,週一至週五08:30-17:30,向服務台人員洽詢，登記後使用,依法設置
新北市汐止區衛生所,新北市,汐止區,秀峰里,新台五路,1段,,266號,1樓,02-26412030,週一至週五08:00-17:30,向服務台洽詢，再自行前往使用,依法設置
新北市汐止區公所,新北市,汐止區,秀峰里,新台五路,1段,,268號,1樓,02-26411111,週一至週五08:00-17:00,向服務台人員洽詢，再由人員引導使用,依法設置
新北市立圖書館汐止分館,新北市,汐止區,秀峰里,新台五路,1段,,268號,5樓,02-26415829,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,向服務台填寫登記表，由人員帶往,依法設置
新北市汐止戶政事務所,新北市,汐止區,秀峰里,新台五路,1段,,268號,6樓,02-26429866,週一至週五08:00-17:00,直接向本所人員洽詢，由本所人員引導使用,依法設置
新北市政府稅捐稽徵處汐止分處,新北市,汐止區,秀峰里,新台五路,1段,,268號,8樓,02-86432117,週一至週五08:00-18:00,向服務台人員洽詢，再由本所人員引導使用,依法設置
台灣自來水公司第一區管理處汐止營運所,新北市,汐止區,長安里,長興街,1段,,100號,1樓,02-86478218,週一至週五08:00-12:00、13:00-17:00,向服務台人員洽詢,依法設置
汐止樟樹公共托育中心,新北市,汐止區,厚德里,樟樹一路,,141巷,2號,大同樓1樓,02-86421110,週一至週五08:00-17:00,向服務台人員洽詢,依法設置
汐止忠厚公共托育中心,新北市,汐止區,厚德里,樟樹一路,,137巷,26號,2樓,02-26413300,"週一至週五07:30-12:00/13:30-17:00
週六09:00-12:00/13:30-15:00
週日09:00-12:00",使用前向行政服務櫃台洽詢，登記後方可使用,依法設置
新北市立圖書館汐止茄苳分館,新北市,汐止區,茄苳里,茄苳路,,225巷,35號,4樓,02-86483279,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,供民眾自由使用。哺乳室內禁止飲食，請協助維護整潔,依法設置
汐止智興公共托育中心,新北市,汐止區,復興里,忠孝東路,,,3號,1樓,02-26473119,"1.週二至週五09:00-12:00/13:00-17:00
2.週六09:00-12:00/13:00-16:30
3.週日09:00-12:00 4.週一公休",皆採開放自由使用獨立空間,依法設置
新北市立圖書館汐止大同分館,新北市,汐止區,義民里,大同路,2段,,451號,B1,02-26427323,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,向櫃台登記，拿鑰匙再自行前往,依法設置
新北政府警察局汐止分局,新北市,汐止區,義民里,大同路,2段,,459號,1樓,02-26473897,週一至週五08:30-17:30,與1樓志工服務台登記後即可使用,依法設置
好市多汐止店,新北市,汐止區,樟樹里,大同路,1段,,158號,1樓,02-4499909,週一至週日10:00-21:30,自行前往使用,依法設置
文化局/板橋435藝文中心,新北市,板橋區,中正里,中正路,,,435號,1樓,02-29690366#51,"1.週一至週五09:00-17:00
2.週六及週日09:00-18:00
(每月第一週星期一休館)",由服務人員帶入,依法設置
新北市政府高灘地工程管理處行政大樓,新北市,板橋區,中正里,環河西路,5段,,502號,1樓,02-8969-9596,週一至週五08:30-17:30,向服務台登記使用,依法設置
新北市立圖書館板橋民生圖書閱覽室,新北市,板橋區,東丘里,民生路,1段,,30號,1樓,02-29542789,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,向櫃台登記使用,依法設置
臺灣新北地方法院板橋院區,新北市,板橋區,東丘里,民生路,1段,30巷,1號,2樓,02-29617322,週一至週五08:00-17:00,自由使用,依法設置
新北市政府警察局海山分局,新北市,板橋區,東安里,漢生東路,,,195號,3樓,02-29638742,週一至週五08:00-17:00,登記使用,依法設置
新北市板橋戶政事務所海山辦事處,新北市,板橋區,東安里,漢生東路,,,195-1號,1樓,02-29580977#118,週一至週五08:00-17:30,由專員帶引,依法設置
新北市板橋戶政事務所,新北市,板橋區,社後里,中正路,,,6號,1樓,02-29655656,週一至週五08:00-17:30,向櫃檯人員登記使用即可,依法設置
板橋體育館,新北市,板橋區,社後里,中正路,,,8號,B1,02-29665329,週一至週五08:30-17:30,直接使用,依法設置
新北市家庭暴力及性侵害防治中心,新北市,板橋區,社後里,中正路,,,10號,4樓,02-89653359,週一至週五08:00-18:00,自由使用,依法設置
板橋社後公共托育中心,新北市,板橋區,社後里,中正路,,,10號,2樓,02-89652255 ,週二至週日09:00-12:00 13:30-16:30,向櫃檯洽詢，再由人員帶往,依法設置
板橋第二運動場,新北市,板橋區,社後里,民權路,,,117號,1樓,02-29665329,"1.週一至週五08:30-17:30
2.假日有大型活動時08:30-19:30",向管理室借用,依法設置
新北市政府就業服務處板橋就業服務站,新北市,板橋區,長安里,漢生東路,,,163號,1樓,02-29598856,週一至週五08:00-17:00,洽服務台登記後使用,依法設置
新北市勞動檢查處,新北市,板橋區,柏翠里,華江一路,,,216號,1樓,02-22523299,週一至週五09:00-17:00,向櫃台登記，工作員協助開啟,依法設置
新北市立圖書館板橋忠孝分館,新北市,板橋區,重慶里,國慶路,,149巷21弄,16號,2樓,02-29542455,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,由專員引導,依法設置
板橋郵局郵務大樓,新北市,板橋區,重慶里,國慶路,,158巷,2號,1樓,02-29580350,1.週一至週五08:30-17:00 2.週六09:00-12:00,由專員引導,依法設置
板橋國光公共托育中心,新北市,板橋區,香社里,中正路,,325巷,30號,1樓,02-89658118,1.週一至週五08:30-17:30 2.週六09:00-12:00、14:00-17:00,先向櫃檯洽詢，再自行使用,依法設置
新北市政府警察局板橋分局,新北市,板橋區,挹秀里,文化路,1段,,52號,2樓,02-29681800,週一至週五08:30-17:30,值班台登記使用，由專人引導,依法設置
文化局/府中15,新北市,板橋區,挹秀里,府中路,,,15號,5樓,02-29683600,週一至週日09:30-17:00(每月第一週星期一休館),服務台登記，由專人引導,依法設置
新北市板橋區公所,新北市,板橋區,挹秀里,府中路,,,30號,1樓,02-29626911,週一至週五08:00-17:00,先至志工服務櫃台登記後，再由專人帶引,依法設置
新北市政府警察局,新北市,板橋區,挹秀里,府中路,,,32號,1樓,02-80725454,週一至週五08:00-18:00,向服務台洽詢登記後使用,依法設置
板橋大觀公共托育中心,新北市,板橋區,浮洲里,大觀路,1段,,30號,2樓,02-29659922,"1.週一至週五08:00-17:00
2.週六10:00-15:00 3.週日10:00-12:00",登記使用,依法設置
新北市教育研究發展中心,新北市,板橋區,浮洲里,僑中一街,,,1-1號,3樓,02-80723456 ,週一至週五8:30-12:00、13:00-17:00,登記使用,依法設置
國定古蹟林本源園邸,新北市,板橋區,留侯里,西門街,,,9號,1樓,02-29653061,週一至週日09:00-17:00(每月第一週星期一休園),服務人員引導開門,依法設置
新北市立圖書館板橋萬板親子圖書閱覽室,新北市,板橋區,埤墘里,萬板路,,,28號,2樓,02-22579737,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,向櫃檯人員登記，由櫃檯人員引導、開門,依法設置
新北市立圖書館板橋溪北分館,新北市,板橋區,堂春里,篤行路,2段,,133號,2樓,02-26876738,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,向櫃檯人員登記，由櫃檯人員引導、開門,依法設置
板橋溪崑公共托育中心,新北市,板橋區,崑崙里,大觀路,3段,50巷,30號,3樓,02-26752221,週一至週五07:30-18:00,自由使用,依法設置
遠東百貨板橋分公司,新北市,板橋區,深丘里,中山路,1,,152號,8樓,02-89525678,週一至週日11:00-22:00,自行使用,依法設置
新北市政府環境保護局,新北市,板橋區,深丘里,民族路,,,57號,1樓,02-29532111,週一至週五08:30-17:30,服務台登記，專人引導,依法設置
新北市板橋地政事務所,新北市,板橋區,深丘里,實踐路,,,1號,2樓,02-29611126,週一至週五08:00-17:30,由專人引導,依法設置
板橋第一運動場,新北市,板橋區,深丘里,漢生東路,,,278號,1樓,02-29620462,週一至週日05:00-22:00,洽運動設施科專人引導後，可自行使用,依法設置
新北市立圖書館板橋江子翠分館,新北市,板橋區,莒光里,莊敬路,,,62號,2樓,02-22534412,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,向櫃檯人員登記，由櫃檯人員引導、開門,依法設置
家樂福板橋店,新北市,板橋區,富貴里,三民路,2段,,31號,B1,02-29572610,週一至週日09:00-23:00,到服務處詢問專人協助引導(key),依法設置
誠品板橋店(誠品生活股份有限公司板橋分公司),新北市,板橋區,景星里,中山路,1段,,46號,4樓,(02)29598899,週一至週日11:00-22:00,民眾自行使用,依法設置
板橋湳興公共托育中心,新北市,板橋區,湳興里,南雅西路,1段,,154號,1樓,02-29652800,週一至週五08:30-17:00,自由使用,依法設置
新北市政府消防局,新北市,板橋區,華東里,南雅南路,2段,,15號,1樓,02-89536715、02-89519119,週一至週日08:00-18:00,民眾櫃台登記，專人引導；內部員工申請感應卡可自行使用,依法設置
遠百企業股份有限公司南雅分公司(愛買南雅店),新北市,板橋區,華貴里,貴興路,,,101號,2樓,02-77156188,週一至週日09:00-22:30,入口處領取門卡使用,依法設置
新北市立圖書館新總館,新北市,板橋區,華貴里,貴興路,,,139號,3樓,02-29537868,1.週日至週一08:30-17:00 2.週二至週六08:30-21:00,向櫃台登記，拿鑰匙開門使用,依法設置
板橋信義公共托育中心,新北市,板橋區,華德里,四川路,2段,245巷,60號,1樓,02-89664066,週一至週五11:00-17:30,自由使用,依法設置
新北市立圖書館板橋四維分館,新北市,板橋區,陽明里,陽明街,,,168號,2樓,02-22521933,"1.週日至週一08:30-17:00
2.週二至週六08:30-21:00",向櫃檯人員登記，由櫃檯人員引導、開門,依法設置
新北市立圖書館板橋分館,新北市,板橋區,黃石里,文化路,1段,,23號,2樓,02-29664347,"1.週二至週六08:30-21:00
2.週日至週一08:30-17:00",由一樓專員帶引上樓使用,依法設置
台灣高速鐵路股份有限公司/板橋車站,新北市,板橋區,新民里,縣民大道,2段,,7號,B1,02-66201000,週一至週日06:20-24:00,自服務台人員登記，由服務人員引導、開門,依法設置
環球購物中心板橋店,新北市,板橋區,新民里,縣民大道,2段,,7號,2樓,02-89699888,週一至週日11:00-22:00,民眾自行使用,依法設置
新北大眾捷運股份有限公司(環狀線-板橋站),新北市,板橋區,新民里,新站路,,,66號,3樓,02-28059877,06:00-24:00,向服務台登記，由專人開門引導,依法設置
新北板橋轉運站,新北市,板橋區,新民里,新站路,,,68號,1樓,02-29682310,週一至週日07:00-22:00,向服務台登記使用，由專人開門指引,依法設置
麗寶百貨廣場股份有限公司,新北市,板橋區,新民里,縣民大道,2段,,3號,5樓,02-89699566,週一至週日11:00-21:30,民眾自行使用,依法設置
板橋凱撒大飯店,新北市,板橋區,福丘里,縣民大道,2段,,8號,2樓,02-89538999,週一至週日05:30-21:30,向服務人員詢問，專人引導,依法設置
板橋文化路郵局,新北市,板橋區,新埔里,文化路,1段,,395號,1樓,02-22598788,"1.週一至週五08:30-17:00
2.週六09:00-12:00",向櫃檯人員登記，由櫃檯人員引導、開門,依法設置
板樹體育館,新北市,板橋區,溪福里,溪城路,,,90號,1樓,02-26871368,週一至週日07:00-22:00,櫃台登記使用,依法設置
板橋新板公共托育中心,新北市,板橋區,福丘里,漢生東路,,,258號,2樓,02-29610601,"1.週一至週五09:00-12:00、13:00-17:00
2.週六10:00-15:00(12:00-13:00午休時間)
3.週日10:00-12:00(12:00-13:00午休時間)",登記使用,依法設置
新北市政府稅捐總處,新北市,板橋區,福丘里,中山路,1段,,143號,1樓,02-89528113,週一至週五08:00-18:00,一樓全功能服務8號櫃台登記，服務人員引導,依法設置
新北市政府,新北市,板橋區,福丘里,中山路,1段,,161號,1樓,02-29603456,週一至週五07:00-19:00,服務人員引導開門,依法設置
遠東百貨新站分公司,新北市,板橋區,福丘里,新站路,,,28號,5樓,02-77054168#8351,週一至週日11:00-22:00,自行使用、定時清潔、消毒,依法設置
新板藝廊,新北市,板橋區,福丘里,漢生東路,,,166號,3樓,02-29506606,週一至週日09:00-17:00,洽詢館員，由館員帶領,依法設置
台灣電力公司台北南區營業處,新北市,板橋區,新民里,縣民大道,2段,,1號,8樓,02-29595111#2608,週一至週五08:00-17:00,洽8號櫃台開門使用,依法設置
電幻1號所,新北市,板橋區,新民里,縣民大道,2段,,1號,1樓,02-89698786,週二至週日10:00-18:00,向服務台登記，由專人開門引導,依法設置
新北市政府衛生局,新北市,板橋區,德翠里,英士路,,,192~1號,1樓,02-22577155,週一至週五08:00-18:00,洽櫃台借鑰匙,依法設置
新北市板橋區衛生所,新北市,板橋區,德翠里,英士路,,,192號,1樓,02-22586606,週一至週五08:00-17:00,向服務台登記填寫資料，由專人開門引導,依法設置
新北市立聯合醫院板橋院區門診,新北市,板橋區,德翠里,英士路,,,198號,2樓,"02-22575151
(市聯醫板橋院區與三重院區共用總機)","1.週一至週五09:00-12:00、14:00-16:30
2.週六09:00-12:00",洽兒科護理師或電洽,依法設置
板橋國民運動中心,新北市,板橋區,德翠里,智樂路,,,6號,1樓,02-22588886,週一至週日06:00-22:00,櫃台登記，由服務人員開門,依法設置
新北大眾捷運股份有限公司(環狀線-新埔民生站),新北市,板橋區,聯翠里,民生路,3段,,70號,3樓,02-28059877,06:00-24:00,自服務台人員登記，由服務人員引導、開門,依法設置
林口仁愛公共托育中心,新北市,林口區,仁愛里,文化一路,1段,,137號,3樓,02-26097311,"1.週一至週五07:30-18:30
2.週六09:00-16:30
3.週日08:00-10:00",向服務台借用,依法設置
新北市立圖書館林口分館,新北市,林口區,南勢里,忠孝二路,,,55號,4樓,02-26091417,"1.週二至週六08:30-21:00
2.週日至週一08:30-17:00",向櫃台借用,依法設置
新北市林口區公所,新北市,林口區,西林里,仁愛路,1段,,378號,2樓,02-26033111,週一至週五08:00-17:00,自行前往使用,依法設置
新北市政府市場處林口區東勢公有零售市場,新北市,林口區,東勢里,麗園一街,1段,,35號,2樓,02-26090479,週二至週日07:00-12:00,向服務台借用,依法設置
新北市立圖書館林口東勢圖書閱覽室,新北市,林口區,東勢里,麗園一街,1段,,35號,2樓,02-26091417,"1.週二至週六09:00-21:00
2.週日至週一09:00-17:00",向櫃台告知並登記,依法設置
林口忠孝公共托育中心,新北市,林口區,南勢里,忠孝二路,,,55號,1樓,02-26098915,"1.週一至週五08:00-12:00、14:00-17:00
2.週六09:00-12:00、13:00-16:30
3.週日09:00-12:00",至櫃台登記,依法設置
三新奧特萊斯股份有限公司,新北市,林口區,南勢里,文化三路,1段,,356號,1樓,02-26068666,"週一至週五11:00-21:30
週六至週日10:30-22:00",1樓連通道，靠近服務台處,依法設置
新北市政府稅捐稽徵處林口分處,新北市,林口區,南勢里,忠孝2路,,,55號,3樓,02-26005200 ,週一至週五08:00-18:00,自由使用,依法設置
環球購物中心林口店,新北市,林口區,南勢里,文化三路,1段,,2號,4樓,02-26069668,週一至週日11:00-22:00,自行前往使用,依法設置
昕境廣場,新北市,林口區,南勢里,文化三路,1段,402巷,2號,3樓,02-26068252,週一至週日11:00-22:00,自行前往使用,依法設置
新北市政府警察局林口分局,新北市,林口區,南勢里,忠孝二路,,,57號,1樓,02-26068545,24小時,向志工借用,依法設置
家樂福林口店,新北市,林口區,湖南里,文化二路,1段,,559號,B1,02-26025858,週一至週日09:00-23:00,自行前往使用,依法設置
林口國民運動中心,新北市,林口區,湖南里,文化二路,2段,,299號,1樓,02-2602-9092,週一至週日06:00-22:00,向櫃台借用鑰匙,依法設置
